Central Planning Mean,Smart Market Mean ,Bilateral Market Mean,Smart Market Proportional Mean
1.4034018740468197e-12,0.0,0.0,0.0
98.75575955113781,73.88069500024693,53.25531908175243,23.73914251595545
253.04933208535775,184.2991126945637,104.87095254391292,44.5021033857405
464.074048761935,319.3287219102582,148.14203256889397,63.071250370434086
689.2341497443348,402.68702499411484,247.65494624239756,79.69206199927021
802.9077521589014,485.75923456917224,274.33212374380975,95.25234567755933
1004.389099270824,571.8850482072432,332.416765698137,108.10275852951918
1170.429069534456,704.598437258426,419.2236420341137,119.13399106060979
1268.7923865122118,723.9684833505046,425.0913097021339,130.7298932051831
1352.6506053056914,743.0805455579191,416.59797314264335,138.48107107325268
1476.30180767429,836.8417090084783,509.3442563325725,146.59838588315142
1465.1356436454485,836.8417090084786,498.1419047409816,152.24023658803208
1465.1356436454485,836.8417090084786,499.4981240776177,155.5850442164242
1580.1191207488814,900.7526054861664,546.6186448658319,157.23384238286644
1667.3403955941756,902.5106083430419,565.1801198708193,158.69553268659365
1777.2182291212596,925.5105920251449,649.0736667772022,158.00199338412403
1777.2182291212596,925.5105920251449,612.4446199075704,156.4988291835789
2030.8110385698233,1039.323754111182,699.3167377443549,160.13985466195118
2243.7613044885074,1101.538923010623,694.5181609632598,156.73440543302786
2171.671190697535,1036.1441428270427,686.6313194482516,151.90390723970086
2259.8062398542656,1036.7727554758499,684.51113962762,145.64836008197017
2306.7058467095962,1036.7727554758499,779.6342123486049,138.82284608726513
2361.795282123948,1097.4201799094667,798.5502638930891,134.20228357031192
2498.7095316636623,1158.968437336338,943.3486677866956,127.0945048250187
2541.1330913214433,1158.9684373363389,848.806267627883,118.94921877570869
2678.5266909553707,1213.7350229908966,977.3131406535261,128.10219247226723
2678.5266909553707,1213.7350229908966,916.3009990699045,124.71797164457712
2595.0006177584332,1192.726109770295,912.279246237397,117.59192473881467
2565.9665030734463,1161.4110290825683,915.8369641090818,110.68236310716293
2640.403088794381,1203.0140611644938,917.1632568308102,103.01023355713096
2728.512712630907,1266.1625807582786,1067.536041051531,94.53637496644114
2855.364962267841,1304.6288871404886,1003.0013863443644,86.18625995907314
2827.635455490952,1303.8407001938822,995.840305834727,78.3399700513728
2870.7032146891574,1280.220434269303,1061.6285755208453,71.06667748600921
2938.5859316278156,1352.3662126612498,1184.604799490363,63.4981675020681
3027.4754337836384,1448.7197923843596,1180.7196728836043,55.96295785145776
2993.0247787640183,1381.039499427915,1138.0708779714682,49.78212426173377
3050.381837909473,1410.5726886958355,1136.8202698873797,43.16908093631173
2966.8460762293025,1399.2752923395965,1166.9866366357564,36.76003928369755
3043.7365049860564,1492.1948834870009,1213.6689585050904,30.089097444981235
3043.7365049860564,1492.1948834870009,1268.4163714308747,24.05874655148
3131.13154841563,1545.6909946206533,1301.4109360752816,17.989373775852073
3053.2700608493233,1483.6276982661975,1230.5442157117948,15.525012792424604
2986.6074300345995,1426.6161247627506,1157.3292876620637,10.673565039720415
3021.8464369654434,1426.6161247627506,1187.5841616637422,10.80235556867774
3006.1945439470965,1363.3704127034744,1181.9819252538719,5.838349635418126
2999.0517099950353,1302.8047012259922,1099.2534400206173,1.3450283101519744
3015.568004209695,1289.5387574919896,1155.8821832675046,0.32815911929174035
3015.568004209695,1289.5387574919896,1175.2241036922437,0.0
3083.9926288308775,1296.8662066570232,1171.4082359787194,0.0
3005.075637424605,1263.3032707379753,1117.9608619925325,0.0
3005.075637424605,1263.3032707379753,1122.3720631540778,0.0
2986.683225914105,1220.6296693528511,1064.8468255628952,0.0
2958.767021230479,1125.8249480002723,1090.33793876369,0.0
2958.767021230479,1125.8249480002723,1074.074243498063,0.0
2769.600463318096,1031.0956290960203,929.1364772423929,0.0
2715.1577914496224,1012.9518926435994,919.4935150476107,0.0
2615.4608412415346,958.9540439240864,891.0268859677205,0.0
